                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.70804,                0.65716,                 1.1626,                0.69642,                 0.3659,                0.39408,                0.27057,                 1.2099,                 1.2626,                 1.6995,             0.00069706,             0.00069706,             0.00069706
                    155,                0.71182,                0.66746,                  1.146,                0.72381,                0.32837,                0.40115,                0.25512,                  1.236,                  1.224,                 1.7491,             0.00069508,             0.00069508,             0.00069508
                    156,                0.70265,                0.69247,                 1.1457,                0.68717,                0.32221,                0.36107,                0.23871,                 1.2148,                 1.3686,                 1.6962,              0.0006931,              0.0006931,              0.0006931
                    157,                0.73658,                0.68014,                 1.1615,                0.74448,                0.30601,                0.36557,                0.24426,                 1.1468,                 1.2662,                 1.6269,             0.00069112,             0.00069112,             0.00069112
                    158,                0.75247,                0.72693,                 1.1652,                0.68361,                0.33421,                 0.3629,                0.23973,                 1.1586,                 1.2888,                 1.6179,             0.00068914,             0.00068914,             0.00068914
                    159,                0.71548,                0.66755,                 1.1394,                 0.7072,                 0.3547,                 0.3883,                0.27361,                  1.152,                 1.2064,                 1.6135,             0.00068716,             0.00068716,             0.00068716
                    160,                 0.7296,                0.69144,                 1.1468,                 0.6989,                0.34824,                0.38876,                0.27786,                 1.1126,                 1.2004,                  1.587,             0.00068518,             0.00068518,             0.00068518
                    161,                0.69383,                 0.6406,                 1.1338,                0.55958,                0.38291,                0.40342,                0.29712,                 1.1102,                 1.1367,                 1.5859,              0.0006832,              0.0006832,              0.0006832
                    162,                0.71492,                  0.664,                 1.1449,                0.54132,                0.38511,                0.40791,                 0.2936,                 1.2136,                 1.2101,                 1.6798,             0.00068122,             0.00068122,             0.00068122
                    163,                0.72706,                0.64386,                 1.1346,                0.72309,                0.32268,                0.40144,                0.27744,                 1.1386,                 1.1711,                 1.6333,             0.00067924,             0.00067924,             0.00067924
                    164,                0.69438,                0.65469,                 1.1361,                0.65499,                0.37321,                0.39444,                0.26563,                 1.1332,                 1.1343,                 1.5976,             0.00067726,             0.00067726,             0.00067726
                    165,                0.67136,                0.64345,                 1.1301,                0.33237,                0.44071,                0.40696,                0.28799,                 1.1536,                 1.1862,                 1.6246,             0.00067528,             0.00067528,             0.00067528
                    166,                0.71898,                0.66224,                 1.1521,                0.52937,                0.34819,                0.37926,                0.26697,                 1.1286,                 1.0931,                 1.6163,              0.0006733,              0.0006733,              0.0006733
                    167,                0.69778,                  0.653,                 1.1435,                0.51089,                0.36469,                0.36952,                0.25118,                 1.0876,                 1.2336,                 1.5652,             0.00067132,             0.00067132,             0.00067132
                    168,                0.69279,                 0.6504,                 1.1397,                0.66547,                0.37419,                0.39832,                0.27834,                  1.141,                 1.1516,                 1.6169,             0.00066934,             0.00066934,             0.00066934
                    169,                0.68916,                0.63997,                 1.1372,                0.76507,                0.35965,                0.42279,                0.28739,                 1.0909,                 1.1396,                 1.5725,             0.00066736,             0.00066736,             0.00066736
                    170,                0.70594,                0.63897,                 1.1578,                0.58315,                0.36747,                0.41533,                0.30714,                 1.0476,                 1.0852,                 1.5194,             0.00066538,             0.00066538,             0.00066538
                    171,                0.68696,                0.64582,                 1.1171,                0.51913,                0.40773,                0.39165,                0.27635,                 1.1236,                 1.2145,                 1.5936,              0.0006634,              0.0006634,              0.0006634
                    172,                0.68558,                0.63314,                 1.1277,                0.55483,                0.37402,                0.39489,                0.27007,                 1.2044,                  1.205,                  1.702,             0.00066142,             0.00066142,             0.00066142
                    173,                 0.7004,                0.66044,                 1.1448,                0.57147,                0.34037,                0.39635,                0.27937,                 1.1652,                 1.1522,                 1.6914,             0.00065944,             0.00065944,             0.00065944
                    174,                0.65913,                0.59734,                 1.1099,                 0.7607,                0.34676,                0.40516,                0.28351,                 1.1039,                  1.151,                 1.5805,             0.00065746,             0.00065746,             0.00065746
                    175,                0.67112,                0.60416,                 1.1149,                0.58429,                0.36896,                0.40291,                0.29791,                 1.0658,                  1.078,                 1.5116,             0.00065548,             0.00065548,             0.00065548
                    176,                0.70011,                0.61591,                 1.1366,                0.57886,                 0.3517,                 0.3747,                0.26871,                 1.2092,                 1.2239,                 1.6678,              0.0006535,              0.0006535,              0.0006535
                    177,                0.69014,                 0.6465,                  1.124,                0.70182,                0.32301,                0.36147,                0.25435,                 1.1202,                  1.268,                 1.5891,             0.00065152,             0.00065152,             0.00065152
                    178,                0.70238,                0.67001,                 1.1567,                0.71262,                0.33998,                0.36446,                0.26034,                 1.0782,                  1.201,                 1.5656,             0.00064954,             0.00064954,             0.00064954
                    179,                0.69371,                0.64632,                 1.1459,                0.42526,                0.36899,                0.41406,                0.28539,                 1.0495,                 1.1108,                 1.5316,             0.00064756,             0.00064756,             0.00064756
                    180,                0.68984,                0.64036,                 1.1336,                0.73288,                0.30106,                0.36361,                 0.2626,                 1.1127,                 1.1858,                 1.5893,             0.00064558,             0.00064558,             0.00064558
                    181,                0.65707,                0.62411,                 1.0972,                0.67623,                0.38612,                0.35091,                0.23875,                 1.1433,                 1.2259,                 1.5984,              0.0006436,              0.0006436,              0.0006436
                    182,                0.65478,                0.61205,                 1.1145,                0.57071,                0.36562,                0.38118,                0.26633,                 1.1273,                 1.2055,                 1.5891,             0.00064162,             0.00064162,             0.00064162
                    183,                0.66155,                0.59179,                 1.1002,                 0.7768,                0.36073,                0.41675,                0.29361,                 1.2081,                  1.151,                 1.6936,             0.00063964,             0.00063964,             0.00063964
                    184,                0.67909,                0.62019,                 1.1255,                 0.7672,                0.33345,                0.40198,                0.27879,                 1.1433,                  1.157,                 1.5804,             0.00063766,             0.00063766,             0.00063766
                    185,                0.68776,                0.61759,                 1.1383,                0.58457,                0.35324,                0.40043,                0.28683,                 1.1459,                 1.1381,                 1.6067,             0.00063568,             0.00063568,             0.00063568
                    186,                0.66957,                0.62688,                 1.1212,                0.56582,                0.35651,                 0.3827,                0.26265,                 1.1515,                 1.1404,                 1.6446,              0.0006337,              0.0006337,              0.0006337
                    187,                0.65145,                0.60422,                 1.1242,                0.50532,                0.35836,                0.36184,                 0.2591,                 1.1215,                 1.1781,                 1.6328,             0.00063172,             0.00063172,             0.00063172
                    188,                0.66145,                0.58724,                  1.113,                0.55897,                0.33825,                 0.3713,                0.26211,                 1.1078,                  1.128,                 1.6002,             0.00062974,             0.00062974,             0.00062974
                    189,                0.65353,                0.57791,                 1.1155,                0.52571,                0.37767,                0.38598,                0.26829,                 1.0751,                 1.1434,                 1.5905,             0.00062776,             0.00062776,             0.00062776
                    190,                0.66791,                0.60009,                 1.1216,                0.55346,                0.37703,                0.39817,                 0.2765,                 1.0707,                 1.1674,                  1.572,             0.00062578,             0.00062578,             0.00062578
                    191,                 0.6638,                0.57405,                 1.1016,                0.51862,                0.36688,                0.37797,                0.26246,                 1.0854,                 1.2011,                 1.6022,              0.0006238,              0.0006238,              0.0006238
                    192,                0.67627,                0.60332,                 1.1161,                0.52881,                0.31786,                0.36675,                0.25835,                 1.0858,                 1.1566,                 1.5913,             0.00062182,             0.00062182,             0.00062182
                    193,                0.66889,                0.60408,                 1.1389,                0.52847,                0.36321,                0.36484,                 0.2584,                 1.1281,                 1.0699,                 1.6167,             0.00061984,             0.00061984,             0.00061984
                    194,                0.65219,                0.60929,                 1.1211,                0.47776,                0.38475,                0.35442,                0.24982,                 1.1901,                 1.1456,                 1.6561,             0.00061786,             0.00061786,             0.00061786
                    195,                0.67081,                 0.6178,                 1.1321,                0.53145,                0.36755,                0.36186,                0.25447,                 1.1419,                 1.2012,                 1.6132,             0.00061588,             0.00061588,             0.00061588
                    196,                0.67518,                0.60934,                  1.125,                0.54616,                0.32911,                 0.3759,                0.24814,                 1.1641,                 1.2122,                 1.6487,              0.0006139,              0.0006139,              0.0006139
                    197,                0.63753,                0.58594,                 1.0992,                 0.5172,                0.35648,                0.39204,                0.25373,                 1.1588,                 1.1904,                   1.66,             0.00061192,             0.00061192,             0.00061192
                    198,                0.64796,                0.60381,                 1.1061,                0.55781,                0.33229,                0.37433,                 0.2586,                 1.1508,                 1.1908,                 1.6777,             0.00060994,             0.00060994,             0.00060994
                    199,                0.63661,                0.55785,                 1.1006,                0.27067,                 0.4227,                0.37288,                0.23485,                  1.159,                 1.2412,                 1.6425,             0.00060796,             0.00060796,             0.00060796
                    200,                0.63469,                0.56754,                 1.0988,                0.47936,                0.35495,                 0.3738,                0.25766,                 1.1738,                 1.2222,                 1.6549,             0.00060598,             0.00060598,             0.00060598
                    201,                0.65843,                0.57104,                  1.119,                0.71539,                 0.3519,                0.38759,                0.27106,                 1.1774,                 1.2283,                 1.6556,               0.000604,               0.000604,               0.000604
                    202,                0.62689,                0.54852,                 1.0918,                0.73211,                0.38169,                0.40294,                0.28537,                 1.1268,                 1.1776,                 1.6357,             0.00060202,             0.00060202,             0.00060202
                    203,                0.64781,                0.57538,                 1.1021,                0.51175,                 0.3749,                0.40948,                0.30451,                 1.1023,                 1.1039,                 1.5966,             0.00060004,             0.00060004,             0.00060004
                    204,                0.64401,                0.58317,                 1.1011,                 0.5921,                0.37777,                0.41651,                0.29957,                 1.1003,                  1.132,                 1.6177,             0.00059806,             0.00059806,             0.00059806
                    205,                0.64681,                 0.5722,                 1.1141,                0.55457,                0.38815,                0.41118,                0.29073,                 1.1171,                  1.138,                 1.6203,             0.00059608,             0.00059608,             0.00059608
                    206,                0.63646,                0.58772,                 1.1172,                0.52832,                0.39082,                0.40154,                0.27204,                 1.1105,                 1.1199,                  1.596,              0.0005941,              0.0005941,              0.0005941
                    207,                0.62986,                 0.5714,                 1.1186,                0.56837,                0.34366,                0.40798,                0.28332,                 1.2397,                 1.1468,                 1.7311,             0.00059212,             0.00059212,             0.00059212
                    208,                0.64646,                0.59581,                 1.1336,                0.30472,                0.40694,                0.38027,                0.25117,                 1.1688,                 1.1582,                 1.6357,             0.00059014,             0.00059014,             0.00059014
                    209,                0.63776,                 0.5705,                  1.119,                0.41423,                0.33769,                0.40896,                0.27541,                 1.0745,                 1.0852,                 1.5127,             0.00058816,             0.00058816,             0.00058816
                    210,                0.61991,                0.56726,                 1.0956,                0.36357,                0.37681,                0.42042,                0.29026,                 1.0687,                 1.0831,                 1.5298,             0.00058618,             0.00058618,             0.00058618
                    211,                0.62877,                0.58197,                  1.084,                0.36679,                0.37149,                0.39512,                0.28712,                 1.0943,                  1.127,                 1.5333,              0.0005842,              0.0005842,              0.0005842
                    212,                0.62716,                0.56399,                 1.0886,                 0.3263,                 0.3779,                0.39381,                0.27201,                 1.0761,                 1.2233,                 1.5487,             0.00058222,             0.00058222,             0.00058222
                    213,                0.63399,                0.55682,                 1.0982,                0.73042,                 0.3355,                0.39963,                0.25144,                 1.1117,                 1.2485,                 1.6055,             0.00058024,             0.00058024,             0.00058024
                    214,                0.61404,                0.56059,                 1.0975,                 0.7159,                0.34632,                 0.3678,                0.23361,                 1.1588,                 1.2257,                 1.6762,             0.00057826,             0.00057826,             0.00057826
                    215,                0.64838,                0.58959,                 1.1173,                0.52929,                0.32843,                0.36182,                0.24288,                 1.0811,                 1.2277,                 1.5573,             0.00057628,             0.00057628,             0.00057628
                    216,                0.65044,                0.54579,                 1.0909,                0.56955,                0.38302,                0.40358,                0.27852,                  1.109,                 1.1513,                 1.5705,              0.0005743,              0.0005743,              0.0005743
                    217,                0.63606,                0.55451,                 1.1068,                0.55491,                0.35445,                0.39519,                0.27712,                 1.0975,                 1.1753,                 1.5705,             0.00057232,             0.00057232,             0.00057232
                    218,                0.63718,                0.56738,                 1.0918,                0.54204,                0.38565,                0.37811,                0.27182,                 1.0922,                 1.2077,                 1.5933,             0.00057034,             0.00057034,             0.00057034
                    219,                0.62677,                0.56519,                 1.0962,                0.74927,                0.36538,                0.41271,                0.28441,                  1.099,                 1.1262,                 1.6293,             0.00056836,             0.00056836,             0.00056836
                    220,                0.64288,                0.57461,                 1.1056,                0.54134,                0.36339,                0.40161,                0.29209,                 1.0812,                 1.1329,                 1.5888,             0.00056638,             0.00056638,             0.00056638
                    221,                0.63091,                0.54767,                 1.0978,                 0.5475,                0.32272,                0.39765,                0.28731,                 1.0868,                 1.1262,                 1.5989,              0.0005644,              0.0005644,              0.0005644
                    222,                0.64336,                0.58348,                 1.1037,                0.52432,                0.34635,                 0.3839,                 0.2797,                 1.0782,                 1.0961,                 1.5896,             0.00056242,             0.00056242,             0.00056242
                    223,                0.65418,                0.55444,                  1.102,                0.52864,                0.34361,                0.36144,                0.25289,                 1.1358,                 1.1398,                 1.6305,             0.00056044,             0.00056044,             0.00056044
                    224,                0.67287,                  0.582,                 1.1126,                0.51824,                0.33511,                 0.3789,                0.25596,                 1.1511,                 1.2246,                 1.6224,             0.00055846,             0.00055846,             0.00055846
                    225,                0.62162,                0.55523,                 1.0905,                0.51096,                0.35841,                0.38016,                0.26237,                 1.0822,                 1.2827,                 1.5676,             0.00055648,             0.00055648,             0.00055648
                    226,                0.62862,                 0.5581,                  1.092,                0.50124,                0.36362,                0.38197,                0.25769,                 1.1539,                 1.1958,                 1.6703,              0.0005545,              0.0005545,              0.0005545
                    227,                0.59141,                 0.5309,                  1.078,                0.55635,                0.33024,                0.39344,                0.28221,                  1.125,                 1.1007,                 1.6008,             0.00055252,             0.00055252,             0.00055252
                    228,                0.62291,                0.52493,                 1.0617,                0.54076,                  0.364,                0.40304,                0.29392,                 1.1024,                 1.1619,                 1.5906,             0.00055054,             0.00055054,             0.00055054
                    229,                0.59905,                0.51562,                 1.0887,                0.51462,                0.38807,                0.39932,                 0.2903,                 1.1027,                 1.1664,                 1.6198,             0.00054856,             0.00054856,             0.00054856
                    230,                0.59131,                0.50061,                  1.079,                0.53805,                0.34265,                0.38924,                0.27658,                 1.1715,                  1.186,                 1.7025,             0.00054658,             0.00054658,             0.00054658
                    231,                0.61092,                0.55202,                 1.0947,                0.54141,                0.36985,                0.40393,                0.28795,                 1.1679,                 1.1639,                 1.7098,              0.0005446,              0.0005446,              0.0005446
                    232,                0.58669,                0.53377,                 1.0816,                0.58295,                0.34983,                0.40282,                0.28932,                 1.0573,                 1.1692,                 1.5713,             0.00054262,             0.00054262,             0.00054262
                    233,                0.62574,                0.54962,                 1.0993,                0.54345,                0.38333,                0.38431,                0.26872,                 1.0573,                 1.1545,                 1.5622,             0.00054064,             0.00054064,             0.00054064
                    234,                0.61817,                 0.5518,                 1.0964,                0.54964,                0.37154,                0.38714,                0.27406,                 1.0265,                 1.0804,                 1.5284,             0.00053866,             0.00053866,             0.00053866
                    235,                0.62219,                0.56532,                 1.1045,                0.55058,                 0.3779,                0.38672,                0.28004,                 1.0497,                 1.0799,                 1.5274,             0.00053668,             0.00053668,             0.00053668
                    236,                0.61914,                0.53709,                 1.0744,                0.56929,                0.34989,                0.39278,                0.28554,                 1.0945,                 1.1365,                 1.5637,              0.0005347,              0.0005347,              0.0005347
                    237,                0.58086,                0.52518,                 1.0833,                0.52708,                0.36219,                0.38678,                0.27095,                 1.1148,                 1.1397,                 1.6216,             0.00053272,             0.00053272,             0.00053272
                    238,                0.60041,                0.55276,                 1.0906,                0.57959,                0.33701,                0.38287,                 0.2811,                 1.1282,                 1.0765,                   1.64,             0.00053074,             0.00053074,             0.00053074
                    239,                0.59144,                0.53755,                 1.0767,                0.57602,                0.33552,                0.40716,                0.29739,                 1.1226,                 1.1199,                 1.6265,             0.00052876,             0.00052876,             0.00052876
                    240,                0.61144,                0.54601,                 1.0692,                0.56473,                0.35047,                   0.39,                0.28148,                 1.1292,                  1.133,                 1.6279,             0.00052678,             0.00052678,             0.00052678
                    241,                0.60974,                0.55014,                 1.0793,                0.57681,                0.38099,                0.39265,                0.27711,                 1.1187,                 1.0806,                 1.6116,              0.0005248,              0.0005248,              0.0005248
                    242,                0.61176,                0.54737,                 1.0847,                0.59973,                0.35152,                0.40546,                0.30251,                 1.1197,                  1.087,                 1.5875,             0.00052282,             0.00052282,             0.00052282
                    243,                0.62704,                 0.5479,                 1.0999,                0.58816,                0.35936,                0.41381,                0.31037,                  1.122,                 1.0843,                 1.6251,             0.00052084,             0.00052084,             0.00052084
                    244,                0.61681,                0.54281,                 1.1022,                0.56529,                0.38326,                0.40883,                0.29774,                 1.1505,                 1.1271,                 1.6337,             0.00051886,             0.00051886,             0.00051886
                    245,                0.61061,                0.52918,                 1.0848,                0.54467,                0.36055,                0.38873,                0.27207,                 1.1697,                  1.204,                 1.6568,             0.00051688,             0.00051688,             0.00051688
                    246,                0.60389,                0.52381,                 1.0765,                0.57788,                0.32814,                0.39191,                0.28174,                 1.1121,                 1.1818,                  1.597,              0.0005149,              0.0005149,              0.0005149
                    247,                 0.5941,                0.54627,                   1.08,                0.59241,                 0.3655,                0.40555,                0.28771,                 1.1122,                 1.1133,                 1.6239,             0.00051292,             0.00051292,             0.00051292
                    248,                0.58433,                0.52075,                 1.0815,                0.56639,                0.37156,                0.40803,                0.30114,                 1.0831,                 1.0476,                 1.6332,             0.00051094,             0.00051094,             0.00051094
                    249,                0.60415,                0.52758,                 1.0783,                0.59325,                0.34907,                0.39195,                0.28649,                 1.0822,                 1.0831,                 1.6252,             0.00050896,             0.00050896,             0.00050896
                    250,                0.59922,                0.52111,                 1.0976,                0.51777,                0.38065,                0.36683,                0.25963,                 1.1067,                  1.198,                 1.6522,             0.00050698,             0.00050698,             0.00050698
                    251,                0.58251,                0.52497,                 1.0689,                0.53131,                0.39681,                 0.3796,                 0.2792,                 1.1226,                 1.2197,                 1.6392,               0.000505,               0.000505,               0.000505
                    252,                0.60345,                0.52054,                 1.0799,                0.60913,                0.34876,                0.40785,                0.27977,                 1.1316,                 1.1585,                 1.6302,             0.00050302,             0.00050302,             0.00050302
                    253,                  0.596,                0.54194,                 1.0724,                 0.5856,                0.35401,                0.39916,                0.28103,                 1.0846,                 1.2044,                 1.5905,             0.00050104,             0.00050104,             0.00050104
                    254,                0.56813,                0.49681,                 1.0534,                0.54258,                0.36349,                0.37982,                0.26455,                 1.1123,                 1.2149,                 1.6026,             0.00049906,             0.00049906,             0.00049906
                    255,                0.61166,                0.53232,                 1.0777,                0.51696,                0.37458,                0.36934,                0.26501,                 1.1289,                 1.2312,                 1.5846,             0.00049708,             0.00049708,             0.00049708
                    256,                0.59161,                0.50471,                 1.0756,                0.57796,                0.35056,                0.38561,                0.27742,                 1.1017,                 1.2383,                  1.571,              0.0004951,              0.0004951,              0.0004951
                    257,                0.59257,                0.51366,                 1.0691,                0.72912,                 0.3485,                0.38686,                0.28049,                  1.183,                 1.2317,                 1.6795,             0.00049312,             0.00049312,             0.00049312
                    258,                0.61172,                0.52456,                 1.0932,                0.75252,                0.36267,                0.40047,                0.29673,                 1.1753,                 1.1138,                 1.6531,             0.00049114,             0.00049114,             0.00049114
                    259,                0.60107,                0.51584,                 1.0743,                0.53901,                0.38044,                0.42307,                 0.3196,                 1.0846,                 1.0533,                 1.5699,             0.00048916,             0.00048916,             0.00048916
                    260,                0.58619,                0.52599,                 1.0753,                0.58292,                 0.3578,                0.43151,                0.31864,                 1.0853,                 1.0567,                 1.5848,             0.00048718,             0.00048718,             0.00048718
                    261,                0.58609,                0.51033,                 1.0675,                0.61167,                0.33691,                0.40244,                0.27977,                 1.1006,                 1.1243,                 1.5933,              0.0004852,              0.0004852,              0.0004852
                    262,                0.58457,                 0.5134,                 1.0705,                0.56447,                0.36589,                0.37836,                0.26806,                 1.0838,                 1.2063,                 1.5613,             0.00048322,             0.00048322,             0.00048322
                    263,                0.58341,                0.52119,                   1.06,                0.56985,                 0.3467,                0.37815,                0.28386,                  1.088,                 1.2085,                 1.5589,             0.00048124,             0.00048124,             0.00048124
                    264,                0.56462,                0.49796,                 1.0578,                0.58551,                0.37819,                0.40933,                 0.2955,                 1.1228,                 1.1109,                 1.5917,             0.00047926,             0.00047926,             0.00047926
                    265,                0.56884,                 0.5116,                 1.0662,                0.57374,                0.39377,                0.42103,                0.29389,                 1.1457,                  1.067,                 1.6246,             0.00047728,             0.00047728,             0.00047728
                    266,                0.58125,                0.51946,                 1.0723,                0.55525,                 0.3632,                0.39249,                0.27152,                 1.1314,                  1.145,                 1.5871,              0.0004753,              0.0004753,              0.0004753
                    267,                 0.6026,                 0.5028,                 1.0644,                 0.5494,                0.36745,                0.39604,                0.27901,                 1.1147,                  1.183,                 1.5599,             0.00047332,             0.00047332,             0.00047332
                    268,                0.59549,                0.52103,                 1.0802,                0.55524,                0.37301,                0.40278,                0.29426,                 1.1061,                 1.1522,                 1.5649,             0.00047134,             0.00047134,             0.00047134
                    269,                0.59665,                0.54178,                 1.0771,                0.53829,                0.38823,                0.39991,                0.30553,                 1.0757,                 1.0934,                 1.5618,             0.00046936,             0.00046936,             0.00046936
                    270,                 0.5696,                0.48412,                 1.0583,                0.62754,                0.36118,                0.40849,                0.29986,                 1.1283,                 1.1054,                 1.6339,             0.00046738,             0.00046738,             0.00046738
                    271,                0.58049,                0.49703,                 1.0707,                0.60897,                0.33434,                0.40168,                0.28494,                  1.167,                 1.1667,                 1.6939,              0.0004654,              0.0004654,              0.0004654
                    272,                0.57773,                0.49398,                 1.0684,                 0.5803,                0.35212,                0.40774,                0.28367,                 1.0783,                 1.0599,                 1.5991,             0.00046342,             0.00046342,             0.00046342
                    273,                0.57481,                0.50556,                 1.0579,                0.56822,                0.36999,                0.40254,                0.29432,                 1.1389,                 1.1038,                 1.6564,             0.00046144,             0.00046144,             0.00046144
                    274,                0.56595,                0.49037,                 1.0584,                0.58017,                0.36655,                0.40863,                0.29125,                 1.1677,                 1.2294,                 1.6687,             0.00045946,             0.00045946,             0.00045946
                    275,                0.58628,                0.50727,                 1.0749,                 0.5706,                0.36066,                0.41686,                0.29575,                 1.1082,                 1.1399,                 1.5835,             0.00045748,             0.00045748,             0.00045748
                    276,                0.56702,                0.50228,                 1.0562,                0.56125,                 0.3973,                0.40933,                 0.3083,                 1.0827,                 1.0554,                 1.5876,              0.0004555,              0.0004555,              0.0004555
                    277,                0.56541,                0.48451,                 1.0535,                0.56287,                0.36838,                0.37006,                 0.2802,                 1.1046,                 1.1037,                 1.6057,             0.00045352,             0.00045352,             0.00045352
                    278,                 0.5527,                0.51275,                 1.0656,                0.57836,                0.35935,                0.37922,                 0.2918,                 1.0666,                 1.1009,                  1.578,             0.00045154,             0.00045154,             0.00045154
                    279,                0.58106,                0.52096,                 1.0734,                0.54662,                0.34684,                0.37694,                0.28531,                 1.0903,                 1.2247,                 1.6057,             0.00044956,             0.00044956,             0.00044956
                    280,                 0.5809,                0.49317,                  1.048,                0.55909,                0.36304,                0.38213,                0.27923,                 1.1309,                 1.2034,                   1.65,             0.00044758,             0.00044758,             0.00044758
                    281,                0.55891,                0.47118,                 1.0527,                0.54582,                0.35882,                0.39649,                 0.2846,                 1.1332,                 1.1933,                 1.6483,              0.0004456,              0.0004456,              0.0004456
                    282,                0.58555,                0.50948,                 1.0736,                0.57351,                0.34778,                0.39578,                0.29608,                 1.1029,                 1.1096,                 1.6199,             0.00044362,             0.00044362,             0.00044362
                    283,                0.56585,                0.50727,                 1.0598,                0.58404,                0.36172,                 0.3942,                 0.2985,                 1.0855,                 1.1094,                 1.5993,             0.00044164,             0.00044164,             0.00044164
                    284,                 0.5499,                 0.4631,                 1.0466,                0.77766,                0.33517,                0.38257,                0.28635,                 1.0804,                  1.122,                 1.5961,             0.00043966,             0.00043966,             0.00043966
                    285,                0.57632,                0.50218,                 1.0566,                0.56957,                0.36081,                0.39585,                0.29685,                 1.0696,                  1.112,                 1.6124,             0.00043768,             0.00043768,             0.00043768
                    286,                0.57416,                0.50294,                 1.0495,                0.56369,                0.39146,                0.39888,                  0.302,                 1.1535,                 1.1272,                 1.6945,              0.0004357,              0.0004357,              0.0004357
                    287,                0.56664,                0.49072,                 1.0636,                0.57141,                0.37941,                0.40945,                0.31034,                 1.1528,                 1.1466,                 1.6781,             0.00043372,             0.00043372,             0.00043372
                    288,                0.55446,                0.47491,                 1.0583,                 0.5683,                0.40107,                0.40297,                0.30648,                 1.1239,                 1.1421,                 1.6248,             0.00043174,             0.00043174,             0.00043174
                    289,                0.54205,                0.47963,                 1.0435,                0.56513,                0.36092,                 0.3883,                0.27743,                 1.1107,                 1.1661,                 1.5805,             0.00042976,             0.00042976,             0.00042976
                    290,                0.55942,                 0.4822,                 1.0608,                 0.4927,                0.38847,                0.38529,                0.27658,                 1.1022,                 1.1938,                 1.5869,             0.00042778,             0.00042778,             0.00042778
                    291,                0.57547,                0.49058,                  1.066,                 0.5105,                0.39293,                 0.3826,                0.28145,                 1.0992,                 1.2193,                 1.5841,              0.0004258,              0.0004258,              0.0004258
                    292,                0.58349,                0.49454,                 1.0658,                0.52647,                0.36082,                0.37096,                0.27216,                 1.1362,                  1.213,                 1.6191,             0.00042382,             0.00042382,             0.00042382
                    293,                0.54821,                0.49032,                 1.0572,                 0.5543,                0.35942,                0.40628,                0.29609,                 1.1473,                  1.198,                 1.6442,             0.00042184,             0.00042184,             0.00042184
                    294,                0.57747,                0.48966,                 1.0797,                0.57994,                0.30639,                0.38969,                0.27727,                  1.165,                 1.2124,                 1.7067,             0.00041986,             0.00041986,             0.00041986
                    295,                0.55834,                0.49047,                 1.0566,                0.53037,                0.37433,                0.39527,                0.28984,                 1.1212,                 1.1989,                 1.6359,             0.00041788,             0.00041788,             0.00041788
                    296,                0.54662,                0.48781,                 1.0609,                0.66083,                0.37544,                0.35989,                0.26813,                 1.0774,                 1.1631,                 1.6041,              0.0004159,              0.0004159,              0.0004159
                    297,                0.54959,                0.48223,                 1.0468,                0.50709,                0.36228,                0.35253,                0.24975,                  1.101,                 1.2048,                 1.6182,             0.00041392,             0.00041392,             0.00041392
                    298,                0.55521,                0.46608,                 1.0555,                0.53871,                0.33987,                0.37715,                0.27406,                 1.1368,                 1.1217,                 1.6574,             0.00041194,             0.00041194,             0.00041194
                    299,                0.55284,                0.48079,                 1.0692,                0.54146,                0.33736,                0.39725,                0.29658,                  1.118,                 1.0686,                 1.6343,             0.00040996,             0.00040996,             0.00040996
                    300,                0.52746,                0.48104,                 1.0449,                0.46984,                0.40013,                0.38235,                0.28227,                  1.124,                 1.0893,                 1.6423,             0.00040798,             0.00040798,             0.00040798
                    301,                0.54945,                0.47355,                 1.0423,                0.30661,                0.38701,                0.38481,                0.27797,                 1.1349,                 1.1599,                 1.6777,               0.000406,               0.000406,               0.000406
                    302,                0.53977,                0.46027,                 1.0405,                0.33451,                0.39525,                0.39735,                0.28467,                 1.1396,                 1.1541,                 1.6413,             0.00040402,             0.00040402,             0.00040402
                    303,                0.52651,                0.46308,                 1.0425,                0.53183,                0.38477,                0.39703,                0.28055,                 1.0943,                 1.1196,                 1.5912,             0.00040204,             0.00040204,             0.00040204
                    304,                0.54508,                0.47802,                 1.0347,                0.55159,                0.36893,                0.39068,                0.26458,                 1.0974,                 1.1313,                  1.619,             0.00040006,             0.00040006,             0.00040006
                    305,                0.54351,                 0.4873,                 1.0675,                0.70296,                0.37736,                0.38523,                0.25977,                 1.0977,                 1.1602,                 1.6298,             0.00039808,             0.00039808,             0.00039808
                    306,                0.53415,                0.46866,                 1.0503,                0.55535,                0.37519,                0.38912,                0.25784,                 1.1653,                 1.1891,                 1.6864,              0.0003961,              0.0003961,              0.0003961
                    307,                0.54982,                0.48754,                 1.0564,                0.53729,                0.36702,                 0.3779,                0.26243,                 1.1104,                 1.2019,                 1.5997,             0.00039412,             0.00039412,             0.00039412
                    308,                 0.5491,                0.47018,                 1.0389,                0.59028,                0.37089,                 0.4011,                 0.2723,                 1.0942,                  1.152,                 1.5601,             0.00039214,             0.00039214,             0.00039214
