                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    126,                0.78515,                0.76271,                 1.1775,                0.66322,                0.34153,                0.34799,                0.22675,                 1.2476,                  1.241,                  1.739,              0.0007525,              0.0007525,              0.0007525
                    127,                0.80084,                0.73977,                 1.1929,                 0.7352,                0.28029,                0.33532,                0.21777,                 1.1247,                 1.2431,                 1.5603,             0.00075052,             0.00075052,             0.00075052
                    128,                 0.8105,                0.76718,                  1.198,                0.66978,                0.34123,                0.36724,                0.22647,                 1.1785,                 1.2033,                 1.6261,             0.00074854,             0.00074854,             0.00074854
                    129,                0.75652,                0.71676,                 1.1533,                0.71917,                0.32093,                0.37453,                0.23371,                 1.1417,                 1.2338,                 1.6193,             0.00074656,             0.00074656,             0.00074656
                    130,                0.77153,                0.74276,                 1.2014,                0.67413,                0.34099,                0.37449,                0.25005,                 1.0969,                 1.1585,                 1.5513,             0.00074458,             0.00074458,             0.00074458
                    131,                0.69323,                0.67052,                 1.1282,                 0.5449,                0.32505,                0.39801,                0.26494,                 1.1423,                 1.0857,                 1.5887,              0.0007426,              0.0007426,              0.0007426
                    132,                0.73312,                0.69396,                 1.1422,                0.57117,                0.32198,                0.37907,                0.25818,                 1.1928,                 1.1413,                 1.6651,             0.00074062,             0.00074062,             0.00074062
                    133,                0.74538,                0.71765,                 1.1732,                0.74262,                0.36683,                0.40571,                0.28949,                 1.1377,                 1.1145,                 1.6027,             0.00073864,             0.00073864,             0.00073864
                    134,                0.75873,                0.71865,                 1.1721,                0.54582,                0.35304,                 0.3865,                0.26552,                 1.1816,                 1.2091,                 1.6582,             0.00073666,             0.00073666,             0.00073666
                    135,                0.75829,                0.69707,                 1.1781,                0.79164,                0.27587,                0.36333,                0.23626,                  1.151,                 1.2531,                 1.6368,             0.00073468,             0.00073468,             0.00073468
                    136,                0.75414,                0.69591,                 1.1602,                0.73538,                0.35368,                0.39691,                0.28769,                 1.1482,                 1.1363,                 1.6031,              0.0007327,              0.0007327,              0.0007327
                    137,                 0.7245,                0.70128,                 1.1576,                0.71114,                0.35023,                0.39726,                0.29116,                 1.1161,                 1.1271,                 1.5616,             0.00073072,             0.00073072,             0.00073072
                    138,                0.75188,                0.69702,                 1.1748,                 0.7093,                0.35806,                0.39112,                0.28536,                 1.0638,                 1.1273,                 1.5402,             0.00072874,             0.00072874,             0.00072874
                    139,                0.72479,                0.67095,                 1.1496,                0.71421,                0.31561,                0.36536,                0.26066,                 1.0835,                 1.2242,                 1.5713,             0.00072676,             0.00072676,             0.00072676
                    140,                0.70651,                0.67985,                 1.1426,                0.76676,                 0.3293,                0.39897,                0.28156,                 1.1438,                 1.1241,                 1.6324,             0.00072478,             0.00072478,             0.00072478
                    141,                 0.7494,                0.71836,                  1.188,                0.56501,                0.34498,                0.41429,                0.29965,                 1.1544,                 1.1001,                 1.6308,              0.0007228,              0.0007228,              0.0007228
                    142,                0.73911,                0.70931,                 1.1591,                 0.5849,                0.36261,                0.41145,                0.30417,                 1.1432,                 1.0973,                  1.619,             0.00072082,             0.00072082,             0.00072082
                    143,                0.69877,                0.65468,                 1.1449,                0.58372,                0.31007,                0.39305,                0.26972,                 1.2213,                 1.1831,                 1.7117,             0.00071884,             0.00071884,             0.00071884
                    144,                0.72218,                0.66363,                 1.1597,                 0.5635,                0.33636,                0.38073,                0.26625,                 1.1208,                 1.1333,                 1.5547,             0.00071686,             0.00071686,             0.00071686
                    145,                0.71794,                0.68167,                 1.1508,                0.54365,                0.30676,                0.36236,                0.23876,                 1.1299,                 1.1935,                 1.5994,             0.00071488,             0.00071488,             0.00071488
                    146,                0.70962,                0.69695,                 1.1417,                0.48122,                0.37026,                0.32861,                0.22964,                 1.1165,                 1.1967,                 1.5702,              0.0007129,              0.0007129,              0.0007129
                    147,                0.74023,                0.68531,                 1.1609,                0.65901,                0.34141,                0.33162,                0.24309,                 1.1019,                 1.3077,                 1.5803,             0.00071092,             0.00071092,             0.00071092
                    148,                0.73999,                0.70393,                  1.171,                0.52682,                0.38856,                0.39717,                0.27434,                 1.1397,                 1.1713,                 1.6069,             0.00070894,             0.00070894,             0.00070894
                    149,                  0.704,                0.65354,                 1.1305,                 0.7098,                0.34876,                0.37747,                0.25676,                 1.0756,                 1.2307,                 1.5603,             0.00070696,             0.00070696,             0.00070696
                    150,                0.73154,                0.66979,                 1.1446,                0.69769,                0.32718,                0.35835,                0.26208,                 1.1004,                 1.2674,                 1.5689,             0.00070498,             0.00070498,             0.00070498
                    151,                0.69346,                0.67122,                  1.135,                0.71494,                 0.3473,                0.37022,                0.26657,                 1.1434,                 1.2804,                 1.6218,               0.000703,               0.000703,               0.000703
                    152,                0.71444,                0.69256,                 1.1289,                0.74782,                0.36049,                0.38617,                0.28049,                 1.1469,                 1.2334,                 1.6039,             0.00070102,             0.00070102,             0.00070102
                    153,                0.69542,                0.67455,                 1.1443,                0.72186,                0.34324,                0.38534,                0.26135,                 1.2178,                 1.2383,                  1.694,             0.00069904,             0.00069904,             0.00069904
